# ASCII file created 2001/8/2 (19:45:48)  


[ Rich Mapping Parameters Setup ]

MaxPads MaxRows MaxCols MaxRCs MaxPorts MaxModules MaxChannels UnconnCh 
4712	96	96	2	8	5	64	88	

[ Rich Mapping Parameters ]

Col	Row	RC	Port	Module	Channel	
47	87	1	2	4	28	
45	80	1	2	4	29	
45	81	1	2	4	30	
45	82	1	2	4	31	
43	78	1	2	4	32	
44	78	1	2	4	33	
45	83	1	2	4	34	
45	84	1	2	4	35	
45	85	1	2	4	36	
46	86	1	2	4	37	
47	86	1	2	4	38	
45	79	1	2	4	39	
43	77	1	2	4	40	
44	77	1	2	4	41	
46	85	1	2	4	42	
47	85	1	2	4	43	
46	84	1	2	4	44	
47	84	1	2	4	45	
45	78	1	2	4	46	
46	83	1	2	4	47	
47	83	1	2	4	48	
46	82	1	2	4	49	
43	76	1	2	4	50	
44	76	1	2	4	51	
47	82	1	2	4	52	
46	78	1	2	4	53	
46	79	1	2	4	54	
45	77	1	2	4	55	
46	80	1	2	4	56	
46	81	1	2	4	57	
43	75	1	2	4	58	
44	75	1	2	4	59	
47	81	1	2	4	60	
47	80	1	2	4	61	
47	79	1	2	4	62	
47	78	1	2	4	63	
58	37	1	3	0	0	
58	36	1	3	0	1	
58	38	1	3	0	2	
58	35	1	3	0	3	
58	34	1	3	0	4	
58	33	1	3	0	5	
57	37	1	3	0	6	
57	36	1	3	0	7	
57	35	1	3	0	9	
57	34	1	3	0	10	
57	33	1	3	0	11	
56	33	1	3	0	14	
56	34	1	3	0	15	
56	35	1	3	0	16	
56	36	1	3	0	17	
56	37	1	3	0	18	
55	33	1	3	0	19	
55	34	1	3	0	20	
54	33	1	3	0	21	
53	33	1	3	0	22	
52	33	1	3	0	23	
51	33	1	3	0	24	
50	33	1	3	0	25	
49	33	1	3	0	26	
48	33	1	3	0	27	
55	35	1	3	0	28	
55	36	1	3	0	29	
55	37	1	3	0	30	
54	35	1	3	0	31	
54	34	1	3	0	32	
53	34	1	3	0	33	
52	34	1	3	0	34	
51	34	1	3	0	35	
50	34	1	3	0	36	
49	34	1	3	0	37	
48	34	1	3	0	38	
54	36	1	3	0	39	
54	37	1	3	0	40	
53	35	1	3	0	41	
53	37	1	3	0	42	
52	35	1	3	0	43	
52	38	1	3	0	44	
51	35	1	3	0	45	
51	38	1	3	0	46	
53	36	1	3	0	47	
50	38	1	3	0	48	
50	35	1	3	0	49	
49	38	1	3	0	50	
49	35	1	3	0	51	
48	38	1	3	0	52	
48	35	1	3	0	53	
52	37	1	3	0	54	
52	36	1	3	0	55	
48	37	1	3	0	56	
48	36	1	3	0	57	
49	37	1	3	0	58	
49	36	1	3	0	59	
50	37	1	3	0	60	
50	36	1	3	0	61	
51	37	1	3	0	62	
51	36	1	3	0	63	
60	43	1	3	1	0	
61	43	1	3	1	1	
60	44	1	3	1	2	
61	44	1	3	1	3	
60	45	1	3	1	4	
61	45	1	3	1	5	
60	46	1	3	1	6	
61	46	1	3	1	7	
60	47	1	3	1	8	
61	47	1	3	1	9	
60	42	1	3	1	10	
61	42	1	3	1	11	
59	47	1	3	1	12	
62	47	1	3	1	13	
59	46	1	3	1	14	
62	46	1	3	1	15	
59	45	1	3	1	16	
62	45	1	3	1	17	
59	44	1	3	1	18	
62	44	1	3	1	19	
60	41	1	3	1	20	
61	41	1	3	1	21	
59	43	1	3	1	22	
62	43	1	3	1	23	
59	42	1	3	1	24	
62	42	1	3	1	25	
58	42	1	3	1	26	
62	41	1	3	1	27	
59	41	1	3	1	28	
61	40	1	3	1	29	
60	40	1	3	1	30	
62	40	1	3	1	31	
58	41	1	3	1	32	
59	40	1	3	1	33	
58	40	1	3	1	34	
62	39	1	3	1	35	
60	39	1	3	1	36	
61	39	1	3	1	37	
58	39	1	3	1	38	
59	39	1	3	1	39	
59	38	1	3	1	40	
62	38	1	3	1	41	
59	37	1	3	1	42	
62	37	1	3	1	43	
60	38	1	3	1	44	
61	38	1	3	1	45	
59	36	1	3	1	46	
62	36	1	3	1	47	
59	35	1	3	1	48	
62	35	1	3	1	49	
59	34	1	3	1	50	
62	34	1	3	1	51	
59	33	1	3	1	52	
62	33	1	3	1	53	
60	37	1	3	1	54	
61	37	1	3	1	55	
60	33	1	3	1	56	
61	33	1	3	1	57	
60	34	1	3	1	58	
61	34	1	3	1	59	
60	35	1	3	1	60	
61	35	1	3	1	61	
60	36	1	3	1	62	
61	36	1	3	1	63	
63	43	1	3	2	0	
64	43	1	3	2	1	
64	44	1	3	2	2	
65	47	1	3	2	3	
64	45	1	3	2	4	
66	47	1	3	2	5	
63	42	1	3	2	6	
64	42	1	3	2	7	
64	46	1	3	2	8	
67	47	1	3	2	9	
64	47	1	3	2	10	
68	47	1	3	2	11	
63	44	1	3	2	12	
65	46	1	3	2	13	
63	45	1	3	2	14	
65	45	1	3	2	15	
63	41	1	3	2	16	
64	41	1	3	2	17	
63	46	1	3	2	18	
65	44	1	3	2	19	
63	47	1	3	2	20	
65	43	1	3	2	21	
65	42	1	3	2	22	
66	46	1	3	2	23	
67	46	1	3	2	24	
68	46	1	3	2	25	
63	40	1	3	2	26	
64	40	1	3	2	27	
66	45	1	3	2	28	
67	45	1	3	2	29	
68	45	1	3	2	30	
66	44	1	3	2	31	
67	44	1	3	2	32	
68	44	1	3	2	33	
65	39	1	3	2	34	
66	43	1	3	2	35	
63	39	1	3	2	36	
64	39	1	3	2	37	
65	38	1	3	2	38	
67	35	1	3	2	40	
66	36	1	3	2	41	
67	34	1	3	2	42	
66	35	1	3	2	43	
67	33	1	3	2	44	
66	34	1	3	2	45	
63	38	1	3	2	46	
64	38	1	3	2	47	
65	37	1	3	2	48	
66	33	1	3	2	49	
65	35	1	3	2	50	
65	36	1	3	2	51	
65	33	1	3	2	52	
65	34	1	3	2	53	
63	33	1	3	2	54	
64	33	1	3	2	55	
63	37	1	3	2	56	
64	37	1	3	2	57	
63	34	1	3	2	58	
64	34	1	3	2	59	
63	35	1	3	2	60	
64	35	1	3	2	61	
63	36	1	3	2	62	
64	36	1	3	2	63	
68	43	1	3	3	0	
67	43	1	3	3	1	
68	41	1	3	3	2	
68	42	1	3	3	3	
73	40	1	3	3	4	
74	40	1	3	3	5	
72	40	1	3	3	6	
67	42	1	3	3	7	
70	40	1	3	3	8	
71	40	1	3	3	9	
74	39	1	3	3	10	
69	40	1	3	3	11	
72	39	1	3	3	12	
73	39	1	3	3	13	
66	42	1	3	3	14	
68	40	1	3	3	15	
71	39	1	3	3	17	
66	41	1	3	3	18	
70	39	1	3	3	19	
69	39	1	3	3	20	
67	41	1	3	3	21	
65	41	1	3	3	22	
68	39	1	3	3	23	
66	40	1	3	3	24	
67	40	1	3	3	25	
72	38	1	3	3	26	
73	38	1	3	3	27	
70	38	1	3	3	28	
71	38	1	3	3	29	
65	40	1	3	3	30	
73	37	1	3	3	31	
66	39	1	3	3	32	
72	37	1	3	3	33	
69	38	1	3	3	34	
71	37	1	3	3	35	
68	38	1	3	3	36	
67	39	1	3	3	37	
71	36	1	3	3	38	
72	36	1	3	3	39	
72	35	1	3	3	40	
70	37	1	3	3	41	
70	36	1	3	3	42	
71	35	1	3	3	43	
66	38	1	3	3	44	
70	35	1	3	3	45	
71	34	1	3	3	46	
67	38	1	3	3	47	
69	37	1	3	3	48	
71	33	1	3	3	49	
70	34	1	3	3	50	
68	37	1	3	3	51	
69	36	1	3	3	52	
70	33	1	3	3	53	
69	34	1	3	3	54	
69	35	1	3	3	55	
66	37	1	3	3	56	
69	33	1	3	3	57	
68	36	1	3	3	58	
67	37	1	3	3	59	
68	34	1	3	3	60	
68	35	1	3	3	61	
67	36	1	3	3	62	
68	33	1	3	3	63	
73	48	1	3	4	0	
74	48	1	3	4	1	
75	48	1	3	4	2	
76	48	1	3	4	3	
77	48	1	3	4	4	
69	47	1	3	4	5	
78	48	1	3	4	6	
70	47	1	3	4	7	
71	47	1	3	4	8	
72	47	1	3	4	9	
73	47	1	3	4	10	
74	47	1	3	4	11	
75	47	1	3	4	12	
76	47	1	3	4	13	
77	47	1	3	4	14	
69	46	1	3	4	15	
78	47	1	3	4	16	
70	46	1	3	4	17	
71	46	1	3	4	18	
72	46	1	3	4	19	
73	46	1	3	4	20	
74	46	1	3	4	21	
75	46	1	3	4	22	
76	46	1	3	4	23	
77	46	1	3	4	24	
69	45	1	3	4	25	
70	45	1	3	4	26	
71	45	1	3	4	27	
72	45	1	3	4	28	
73	45	1	3	4	29	
74	45	1	3	4	30	
75	45	1	3	4	31	
76	45	1	3	4	32	
69	44	1	3	4	33	
77	45	1	3	4	34	
70	44	1	3	4	35	
71	44	1	3	4	36	
72	44	1	3	4	37	
73	44	1	3	4	38	
74	44	1	3	4	39	
75	44	1	3	4	40	
76	44	1	3	4	41	
70	43	1	3	4	42	
69	43	1	3	4	43	
71	43	1	3	4	44	
72	43	1	3	4	45	
73	43	1	3	4	46	
74	43	1	3	4	47	
75	43	1	3	4	48	
76	43	1	3	4	49	
70	42	1	3	4	50	
71	42	1	3	4	51	
72	42	1	3	4	52	
69	42	1	3	4	53	
73	42	1	3	4	54	
74	42	1	3	4	55	
75	42	1	3	4	56	
75	41	1	3	4	57	
74	41	1	3	4	58	
73	41	1	3	4	59	
72	41	1	3	4	60	
71	41	1	3	4	61	
70	41	1	3	4	62	
69	41	1	3	4	63	
59	56	1	4	0	0	
60	56	1	4	0	1	
59	55	1	4	0	2	
60	55	1	4	0	3	
59	57	1	4	0	4	
60	57	1	4	0	5	
59	58	1	4	0	6	
60	58	1	4	0	7	
58	58	1	4	0	8	
61	58	1	4	0	9	
59	54	1	4	0	10	
60	54	1	4	0	11	
58	57	1	4	0	12	
62	58	1	4	0	13	
58	56	1	4	0	14	
63	58	1	4	0	15	
61	57	1	4	0	16	
62	57	1	4	0	17	
63	57	1	4	0	18	
61	56	1	4	0	19	
59	53	1	4	0	20	
60	53	1	4	0	21	
58	55	1	4	0	22	
62	56	1	4	0	23	
58	54	1	4	0	24	
63	56	1	4	0	25	
58	53	1	4	0	26	
61	55	1	4	0	27	
57	53	1	4	0	28	
62	55	1	4	0	29	
59	52	1	4	0	30	
60	52	1	4	0	31	
58	52	1	4	0	32	
61	54	1	4	0	33	
57	52	1	4	0	34	
62	54	1	4	0	35	
57	51	1	4	0	36	
61	53	1	4	0	37	
58	51	1	4	0	38	
62	53	1	4	0	39	
59	51	1	4	0	40	
60	51	1	4	0	41	
61	52	1	4	0	42	
62	52	1	4	0	43	
61	51	1	4	0	44	
62	51	1	4	0	45	
57	50	1	4	0	46	
62	50	1	4	0	47	
58	50	1	4	0	48	
61	50	1	4	0	49	
59	50	1	4	0	50	
60	50	1	4	0	51	
57	49	1	4	0	52	
62	49	1	4	0	53	
58	49	1	4	0	54	
61	49	1	4	0	55	
57	48	1	4	0	56	
62	48	1	4	0	57	
59	49	1	4	0	58	
60	49	1	4	0	59	
58	48	1	4	0	60	
61	48	1	4	0	61	
59	48	1	4	0	62	
60	48	1	4	0	63	
65	56	1	4	1	0	
66	56	1	4	1	1	
65	57	1	4	1	2	
66	57	1	4	1	3	
65	58	1	4	1	4	
66	58	1	4	1	5	
65	55	1	4	1	6	
66	55	1	4	1	7	
64	58	1	4	1	8	
67	58	1	4	1	9	
64	57	1	4	1	10	
68	58	1	4	1	11	
65	54	1	4	1	12	
66	54	1	4	1	13	
64	56	1	4	1	14	
67	57	1	4	1	15	
64	55	1	4	1	16	
68	57	1	4	1	17	
63	55	1	4	1	18	
67	56	1	4	1	19	
64	54	1	4	1	20	
68	56	1	4	1	21	
65	53	1	4	1	22	
66	53	1	4	1	23	
63	54	1	4	1	24	
67	55	1	4	1	25	
64	53	1	4	1	26	
68	55	1	4	1	27	
63	53	1	4	1	28	
67	54	1	4	1	29	
63	52	1	4	1	30	
68	54	1	4	1	31	
65	52	1	4	1	32	
66	52	1	4	1	33	
64	52	1	4	1	34	
67	53	1	4	1	35	
63	51	1	4	1	36	
68	53	1	4	1	37	
64	51	1	4	1	38	
67	52	1	4	1	39	
65	51	1	4	1	40	
66	51	1	4	1	41	
63	50	1	4	1	42	
68	52	1	4	1	43	
64	50	1	4	1	44	
67	51	1	4	1	45	
63	49	1	4	1	46	
68	51	1	4	1	47	
64	49	1	4	1	48	
68	50	1	4	1	49	
65	50	1	4	1	50	
66	50	1	4	1	51	
68	49	1	4	1	52	
67	50	1	4	1	53	
63	48	1	4	1	54	
67	49	1	4	1	55	
68	48	1	4	1	56	
69	48	1	4	1	57	
64	48	1	4	1	58	
67	48	1	4	1	59	
65	48	1	4	1	60	
66	48	1	4	1	61	
65	49	1	4	1	62	
66	49	1	4	1	63	
70	57	1	4	2	0	
71	57	1	4	2	1	
70	56	1	4	2	2	
71	56	1	4	2	3	
70	58	1	4	2	4	
71	58	1	4	2	5	
69	58	1	4	2	6	
72	58	1	4	2	7	
69	57	1	4	2	8	
73	58	1	4	2	9	
70	55	1	4	2	10	
71	55	1	4	2	11	
69	56	1	4	2	12	
74	58	1	4	2	13	
69	55	1	4	2	14	
75	58	1	4	2	15	
76	58	1	4	2	16	
75	57	1	4	2	17	
69	54	1	4	2	18	
74	57	1	4	2	19	
70	54	1	4	2	20	
71	54	1	4	2	21	
72	55	1	4	2	22	
72	57	1	4	2	23	
73	57	1	4	2	24	
72	56	1	4	2	25	
73	56	1	4	2	26	
73	55	1	4	2	27	
69	53	1	4	2	28	
72	54	1	4	2	29	
70	53	1	4	2	30	
71	53	1	4	2	31	
73	54	1	4	2	32	
72	53	1	4	2	33	
73	53	1	4	2	34	
73	52	1	4	2	35	
69	52	1	4	2	36	
72	52	1	4	2	37	
70	52	1	4	2	38	
71	52	1	4	2	39	
72	51	1	4	2	40	
73	51	1	4	2	41	
72	50	1	4	2	42	
73	50	1	4	2	43	
74	49	1	4	2	44	
73	49	1	4	2	45	
69	51	1	4	2	46	
75	49	1	4	2	47	
70	51	1	4	2	48	
71	51	1	4	2	49	
77	49	1	4	2	50	
76	49	1	4	2	51	
79	49	1	4	2	52	
78	49	1	4	2	53	
69	50	1	4	2	54	
72	49	1	4	2	55	
70	50	1	4	2	56	
71	50	1	4	2	57	
69	49	1	4	2	58	
72	48	1	4	2	59	
70	48	1	4	2	60	
71	48	1	4	2	61	
70	49	1	4	2	62	
71	49	1	4	2	63	
77	58	1	4	3	0	
78	58	1	4	3	1	
79	58	1	4	3	2	
76	57	1	4	3	3	
77	57	1	4	3	4	
74	56	1	4	3	5	
78	57	1	4	3	6	
79	57	1	4	3	7	
80	57	1	4	3	8	
81	57	1	4	3	9	
82	57	1	4	3	10	
75	56	1	4	3	11	
76	56	1	4	3	12	
74	55	1	4	3	13	
77	56	1	4	3	14	
78	56	1	4	3	15	
79	56	1	4	3	16	
80	56	1	4	3	17	
81	56	1	4	3	18	
82	56	1	4	3	19	
75	55	1	4	3	20	
76	55	1	4	3	21	
77	55	1	4	3	22	
74	54	1	4	3	23	
78	55	1	4	3	24	
79	55	1	4	3	25	
80	55	1	4	3	26	
81	55	1	4	3	27	
82	55	1	4	3	28	
75	54	1	4	3	29	
76	54	1	4	3	30	
74	53	1	4	3	31	
77	54	1	4	3	32	
78	54	1	4	3	33	
79	54	1	4	3	34	
80	54	1	4	3	35	
81	54	1	4	3	36	
75	53	1	4	3	37	
76	53	1	4	3	38	
77	53	1	4	3	39	
78	53	1	4	3	40	
74	52	1	4	3	41	
79	53	1	4	3	42	
80	53	1	4	3	43	
81	53	1	4	3	44	
75	52	1	4	3	45	
76	52	1	4	3	46	
77	52	1	4	3	47	
78	52	1	4	3	48	
74	51	1	4	3	49	
79	52	1	4	3	50	
80	52	1	4	3	51	
76	51	1	4	3	52	
75	51	1	4	3	53	
78	51	1	4	3	54	
77	51	1	4	3	55	
80	51	1	4	3	56	
79	51	1	4	3	57	
75	50	1	4	3	58	
74	50	1	4	3	59	
77	50	1	4	3	60	
76	50	1	4	3	61	
79	50	1	4	3	62	
78	50	1	4	3	63	
59	68	1	5	0	0	
60	68	1	5	0	1	
59	69	1	5	0	2	
60	69	1	5	0	3	
59	67	1	5	0	4	
60	67	1	5	0	5	
59	70	1	5	0	6	
60	70	1	5	0	7	
59	71	1	5	0	8	
60	71	1	5	0	9	
58	71	1	5	0	10	
61	71	1	5	0	11	
59	66	1	5	0	12	
60	66	1	5	0	13	
58	70	1	5	0	14	
62	71	1	5	0	15	
58	69	1	5	0	16	
61	70	1	5	0	17	
58	68	1	5	0	18	
62	70	1	5	0	19	
59	65	1	5	0	20	
60	65	1	5	0	21	
58	67	1	5	0	22	
61	69	1	5	0	23	
58	66	1	5	0	24	
62	69	1	5	0	25	
58	65	1	5	0	26	
61	68	1	5	0	27	
58	64	1	5	0	28	
62	68	1	5	0	29	
59	64	1	5	0	30	
60	64	1	5	0	31	
61	67	1	5	0	32	
62	67	1	5	0	33	
61	66	1	5	0	34	
62	66	1	5	0	35	
61	65	1	5	0	36	
62	65	1	5	0	37	
59	63	1	5	0	38	
60	63	1	5	0	39	
58	63	1	5	0	40	
61	64	1	5	0	41	
62	64	1	5	0	42	
61	63	1	5	0	43	
62	63	1	5	0	44	
62	62	1	5	0	45	
61	62	1	5	0	46	
62	61	1	5	0	47	
59	62	1	5	0	48	
60	62	1	5	0	49	
58	62	1	5	0	50	
61	61	1	5	0	51	
58	61	1	5	0	52	
62	60	1	5	0	53	
58	60	1	5	0	54	
61	60	1	5	0	55	
59	61	1	5	0	56	
60	61	1	5	0	57	
58	59	1	5	0	58	
61	59	1	5	0	59	
59	59	1	5	0	60	
60	59	1	5	0	61	
59	60	1	5	0	62	
60	60	1	5	0	63	
64	68	1	5	1	0	
65	68	1	5	1	1	
64	69	1	5	1	2	
65	69	1	5	1	3	
64	67	1	5	1	4	
65	67	1	5	1	5	
64	70	1	5	1	6	
65	70	1	5	1	7	
64	71	1	5	1	8	
65	71	1	5	1	9	
63	70	1	5	1	10	
63	71	1	5	1	11	
63	68	1	5	1	12	
63	69	1	5	1	13	
64	66	1	5	1	14	
65	66	1	5	1	15	
63	66	1	5	1	16	
63	67	1	5	1	17	
66	71	1	5	1	18	
67	71	1	5	1	19	
66	70	1	5	1	20	
67	70	1	5	1	21	
64	65	1	5	1	22	
65	65	1	5	1	23	
63	65	1	5	1	24	
66	69	1	5	1	25	
67	69	1	5	1	26	
66	68	1	5	1	27	
67	68	1	5	1	28	
66	67	1	5	1	29	
64	64	1	5	1	30	
65	64	1	5	1	31	
63	64	1	5	1	32	
67	67	1	5	1	33	
66	66	1	5	1	34	
67	66	1	5	1	35	
66	65	1	5	1	36	
67	65	1	5	1	37	
66	64	1	5	1	38	
67	64	1	5	1	39	
64	63	1	5	1	40	
65	63	1	5	1	41	
63	63	1	5	1	42	
66	63	1	5	1	43	
67	62	1	5	1	44	
67	63	1	5	1	45	
63	62	1	5	1	46	
66	62	1	5	1	47	
64	62	1	5	1	48	
65	62	1	5	1	49	
63	61	1	5	1	50	
67	61	1	5	1	51	
62	59	1	5	1	52	
66	61	1	5	1	53	
63	60	1	5	1	54	
66	60	1	5	1	55	
63	59	1	5	1	56	
66	59	1	5	1	57	
64	61	1	5	1	58	
65	61	1	5	1	59	
64	59	1	5	1	60	
65	59	1	5	1	61	
64	60	1	5	1	62	
65	60	1	5	1	63	
69	68	1	5	2	0	
70	68	1	5	2	1	
69	69	1	5	2	2	
70	69	1	5	2	3	
69	70	1	5	2	4	
70	70	1	5	2	5	
68	70	1	5	2	6	
71	70	1	5	2	7	
69	67	1	5	2	8	
70	67	1	5	2	9	
68	69	1	5	2	10	
72	70	1	5	2	11	
68	68	1	5	2	12	
71	69	1	5	2	13	
68	67	1	5	2	14	
72	69	1	5	2	15	
69	66	1	5	2	16	
70	66	1	5	2	17	
68	66	1	5	2	18	
72	68	1	5	2	19	
71	68	1	5	2	20	
71	67	1	5	2	21	
72	67	1	5	2	22	
71	66	1	5	2	23	
69	65	1	5	2	24	
70	65	1	5	2	25	
68	65	1	5	2	26	
72	66	1	5	2	27	
72	65	1	5	2	28	
71	65	1	5	2	29	
71	64	1	5	2	30	
72	64	1	5	2	31	
71	63	1	5	2	32	
72	63	1	5	2	33	
69	64	1	5	2	34	
70	64	1	5	2	35	
68	64	1	5	2	36	
72	62	1	5	2	37	
72	60	1	5	2	38	
72	61	1	5	2	39	
67	60	1	5	2	40	
71	61	1	5	2	41	
69	63	1	5	2	42	
70	63	1	5	2	43	
68	63	1	5	2	44	
72	59	1	5	2	45	
67	59	1	5	2	46	
71	60	1	5	2	47	
68	60	1	5	2	48	
71	59	1	5	2	49	
68	62	1	5	2	50	
69	62	1	5	2	52	
70	62	1	5	2	53	
68	59	1	5	2	54	
69	59	1	5	2	56	
71	62	1	5	2	57	
68	61	1	5	2	58	
70	59	1	5	2	59	
69	61	1	5	2	60	
70	61	1	5	2	61	
69	60	1	5	2	62	
70	60	1	5	2	63	
74	68	1	5	3	0	
75	68	1	5	3	1	
74	67	1	5	3	2	
75	67	1	5	3	3	
73	68	1	5	3	4	
76	68	1	5	3	5	
73	67	1	5	3	6	
77	68	1	5	3	7	
73	66	1	5	3	8	
76	67	1	5	3	9	
74	66	1	5	3	10	
75	66	1	5	3	11	
76	66	1	5	3	12	
77	67	1	5	3	13	
77	65	1	5	3	14	
77	66	1	5	3	15	
77	64	1	5	3	16	
76	65	1	5	3	17	
74	65	1	5	3	18	
75	65	1	5	3	19	
73	65	1	5	3	20	
76	64	1	5	3	21	
76	63	1	5	3	22	
77	63	1	5	3	23	
80	60	1	5	3	24	
81	60	1	5	3	25	
73	64	1	5	3	26	
79	60	1	5	3	27	
74	64	1	5	3	28	
75	64	1	5	3	29	
77	60	1	5	3	30	
78	60	1	5	3	31	
82	59	1	5	3	32	
83	59	1	5	3	33	
76	62	1	5	3	34	
77	62	1	5	3	35	
74	63	1	5	3	36	
75	63	1	5	3	37	
73	63	1	5	3	38	
77	61	1	5	3	39	
81	59	1	5	3	40	
76	61	1	5	3	41	
79	59	1	5	3	42	
80	59	1	5	3	43	
74	62	1	5	3	44	
75	62	1	5	3	45	
73	62	1	5	3	46	
78	59	1	5	3	47	
76	60	1	5	3	48	
77	59	1	5	3	49	
82	58	1	5	3	50	
83	58	1	5	3	51	
73	61	1	5	3	52	
81	58	1	5	3	53	
74	61	1	5	3	54	
75	61	1	5	3	55	
73	59	1	5	3	56	
80	58	1	5	3	57	
74	59	1	5	3	58	
76	59	1	5	3	59	
73	60	1	5	3	60	
75	59	1	5	3	61	
74	60	1	5	3	62	
75	60	1	5	3	63	
78	68	1	5	4	0	
79	68	1	5	4	1	
87	67	1	5	4	2	
86	67	1	5	4	3	
85	67	1	5	4	4	
84	67	1	5	4	5	
78	67	1	5	4	6	
79	67	1	5	4	7	
80	67	1	5	4	8	
82	67	1	5	4	9	
81	67	1	5	4	10	
83	67	1	5	4	11	
78	66	1	5	4	12	
79	66	1	5	4	13	
86	66	1	5	4	14	
85	66	1	5	4	15	
84	66	1	5	4	16	
83	66	1	5	4	17	
80	66	1	5	4	18	
81	66	1	5	4	19	
82	66	1	5	4	20	
86	65	1	5	4	21	
78	65	1	5	4	22	
79	65	1	5	4	23	
85	65	1	5	4	24	
84	65	1	5	4	25	
80	65	1	5	4	26	
81	65	1	5	4	27	
82	65	1	5	4	28	
83	65	1	5	4	29	
78	64	1	5	4	30	
79	64	1	5	4	31	
85	64	1	5	4	32	
84	64	1	5	4	33	
80	64	1	5	4	34	
81	64	1	5	4	35	
82	64	1	5	4	36	
83	64	1	5	4	37	
78	63	1	5	4	38	
79	63	1	5	4	39	
85	63	1	5	4	40	
84	63	1	5	4	41	
83	63	1	5	4	42	
82	63	1	5	4	43	
80	63	1	5	4	44	
81	63	1	5	4	45	
85	62	1	5	4	46	
84	62	1	5	4	47	
78	62	1	5	4	48	
79	62	1	5	4	49	
80	62	1	5	4	50	
81	62	1	5	4	51	
82	62	1	5	4	52	
83	62	1	5	4	53	
84	61	1	5	4	54	
83	61	1	5	4	55	
78	61	1	5	4	56	
79	61	1	5	4	57	
80	61	1	5	4	58	
81	61	1	5	4	59	
82	61	1	5	4	60	
84	60	1	5	4	61	
83	60	1	5	4	62	
82	60	1	5	4	63	
51	82	1	6	0	0	
52	82	1	6	0	1	
51	83	1	6	0	2	
52	83	1	6	0	3	
51	85	1	6	0	4	
51	84	1	6	0	5	
51	86	1	6	0	6	
52	84	1	6	0	7	
51	81	1	6	0	8	
52	81	1	6	0	9	
51	87	1	6	0	10	
52	85	1	6	0	11	
50	88	1	6	0	12	
51	88	1	6	0	13	
50	87	1	6	0	14	
52	86	1	6	0	15	
51	80	1	6	0	16	
52	80	1	6	0	17	
50	86	1	6	0	18	
52	87	1	6	0	19	
49	89	1	6	0	20	
52	88	1	6	0	21	
49	88	1	6	0	22	
48	89	1	6	0	23	
51	79	1	6	0	24	
52	79	1	6	0	25	
49	87	1	6	0	26	
48	88	1	6	0	27	
50	80	1	6	0	28	
48	87	1	6	0	29	
50	82	1	6	0	30	
50	81	1	6	0	31	
51	78	1	6	0	32	
52	78	1	6	0	33	
50	84	1	6	0	34	
50	83	1	6	0	35	
49	86	1	6	0	36	
50	85	1	6	0	37	
50	79	1	6	0	38	
48	86	1	6	0	39	
51	77	1	6	0	40	
52	77	1	6	0	41	
48	85	1	6	0	42	
49	85	1	6	0	43	
48	84	1	6	0	44	
49	84	1	6	0	45	
49	83	1	6	0	46	
50	78	1	6	0	47	
49	82	1	6	0	48	
48	83	1	6	0	49	
51	76	1	6	0	50	
52	76	1	6	0	51	
49	78	1	6	0	52	
48	82	1	6	0	53	
50	77	1	6	0	54	
49	79	1	6	0	55	
49	81	1	6	0	56	
49	80	1	6	0	57	
51	75	1	6	0	58	
52	75	1	6	0	59	
48	80	1	6	0	60	
48	81	1	6	0	61	
48	78	1	6	0	62	
48	79	1	6	0	63	
54	83	1	6	1	0	
55	83	1	6	1	1	
54	82	1	6	1	2	
55	82	1	6	1	3	
54	84	1	6	1	4	
55	84	1	6	1	5	
54	85	1	6	1	6	
55	85	1	6	1	7	
54	81	1	6	1	8	
55	81	1	6	1	9	
54	86	1	6	1	10	
55	86	1	6	1	11	
54	87	1	6	1	12	
55	87	1	6	1	13	
54	88	1	6	1	14	
55	88	1	6	1	15	
54	80	1	6	1	16	
55	80	1	6	1	17	
53	88	1	6	1	18	
56	88	1	6	1	19	
53	87	1	6	1	20	
56	87	1	6	1	21	
53	86	1	6	1	22	
56	86	1	6	1	23	
54	79	1	6	1	24	
55	79	1	6	1	25	
53	85	1	6	1	26	
56	85	1	6	1	27	
53	84	1	6	1	28	
56	84	1	6	1	29	
53	83	1	6	1	30	
56	83	1	6	1	31	
54	78	1	6	1	32	
55	78	1	6	1	33	
53	82	1	6	1	34	
56	82	1	6	1	35	
53	81	1	6	1	36	
56	81	1	6	1	37	
53	80	1	6	1	38	
56	80	1	6	1	39	
53	79	1	6	1	40	
56	79	1	6	1	41	
54	77	1	6	1	42	
55	77	1	6	1	43	
53	78	1	6	1	44	
56	78	1	6	1	45	
53	77	1	6	1	46	
56	77	1	6	1	47	
53	76	1	6	1	48	
56	76	1	6	1	49	
54	76	1	6	1	50	
55	76	1	6	1	51	
53	75	1	6	1	52	
56	75	1	6	1	53	
53	74	1	6	1	54	
56	74	1	6	1	55	
53	73	1	6	1	56	
56	73	1	6	1	57	
54	75	1	6	1	58	
55	75	1	6	1	59	
54	73	1	6	1	60	
55	73	1	6	1	61	
54	74	1	6	1	62	
55	74	1	6	1	63	
58	80	1	6	2	0	
59	80	1	6	2	1	
58	81	1	6	2	2	
59	81	1	6	2	3	
58	82	1	6	2	4	
59	82	1	6	2	5	
58	79	1	6	2	6	
59	79	1	6	2	7	
58	83	1	6	2	8	
59	83	1	6	2	9	
58	84	1	6	2	10	
59	84	1	6	2	11	
